EuphemiaY,呼和浩特,很普通的英雄电影，漫威的典型气质，喜欢男主的长相，美队是漫威系列里我最喜欢的角色，第一部结局有点悲呢，个人认为结尾处的遗憾是全片的亮点，没有这一段可能整个故事我也记不住什么了！,4.0,2015-10-06 02:08:11
狼心所向,东莞,科幻片，还行吧,3.5,2015-10-05 19:14:00
天D夏雨,,超好看，我以前是先看美国队长2的，看了1我才知道第二季的某些部分是怎么回事,5.0,2015-10-05 13:27:29
赤兔少女,,帅比，总结完毕。,4.0,2015-09-28 15:23:54
光年翼落,哈尔滨,看了复仇者联盟才回头看队长，终于明白了为什么复仇者2里跳舞是队长的噩梦。电影很精彩，以二战为故事背景，塑造了一个人民英雄，情节很紧凑，不像钢铁侠里扯淡的地方比较多。队长真的很迷人，****棒，第一位复仇者就这么诞生了！,4.5,2015-06-20 16:27:45
性感女皇,广州,不錯非常好看,5.0,2015-06-17 02:13:28
i简约美,武威,看到睡着，感觉好无聊。,3.0,2015-06-16 13:45:04
紫衣侯,,就爱美国队长，正义、善良，并且具有领导力。,5.0,2015-06-14 00:30:41
st525c,天津,这种能够教育下一代的片子咱怎么就不能弄点呢？比什么少年毛泽东，少年雷锋要有教育的多！,3.0,2015-06-06 03:26:44
金牛怪阿姨,成都,看身材去的…,4.0,2015-06-06 01:27:58
龙丶凌,汉中,美队太帅 还是太帅,5.0,2015-06-05 17:30:12
手上没有表,南京,这部稍显无聊,3.5,2015-06-03 21:05:26
Suk_77,,大爱埃文斯，美队跟其他的superhero不一样，他有看得见看不见的付出，励志啊！,5.0,2015-06-02 19:41:06
CougarWomen,,枯燥的剧情，如果不是因为胸，是不会坚持看完的。,3.0,2015-05-31 16:15:21
MyPrestige,天津,打戏并非出众，但宣扬的精神确实很打动人。一个连普通都算不上的瘦弱男孩，为了正义勇敢参加实验，与九头蛇战斗。二战时期此漫画的大卖也证明了漫威的实力。作为妇联的预告之作，中规中矩，但作为漫威死忠还是要给高分啦(๑•ั็ω•็ั๑),4.5,2015-05-30 20:54:19
莫莫fly,北京,史坦利·图齐演得那个博士，很喜欢。其实我是更喜欢史坦利·图齐这个演员，很有味道的男人。娜塔莉·多默尔演得是那个和队长在架子后面接吻的那个女兵吗？感觉漂亮。,4.0,2015-05-27 21:28:56
xxy102798,大连,一直以来都非常喜欢美国队长，喜欢他的坚强勇敢的性格和不屈不挠的精神。他从默默无闻，又瘦又小的普通士兵变成勇敢无畏的大众英雄，说明没有什么梦想是无法实现的，只要你努力。,5.0,2015-05-27 20:32:56
未知者,南宁,美国典型的爱国主义英雄电影，虽说没多少创新，但是打斗场面算得上不错的。起码，让我记住一个以前没什么记住的人——克里斯·埃文斯。,3.5,2015-05-27 16:49:04
Leo卡卡,,我相信是美国队长拯救了漫威，一个诞生在二战时期，有着所有人都嫌弃的弱小身材，但是他的正直，他的无私，他的坚持，和他对这个国家无上的爱，给了他一个改变自己命运的机会。被注射血清，成为历史上唯一一个超级士兵，到穿着可笑的制服，在舞台上像个小丑似的到处演出慰问。这个有着非常身手，并且渴望做出一些事情的大兵终于爆发了，他直捣红骷髅的巢穴，他还欠着卡特那支再也没能实现的舞，一个土生土长的美国人，为了尽快结束这场残酷的战争，被永远地封在了厚厚的冰层下。,5.0,2015-05-25 22:21:44
八爷,上海,嗯！美国队长的变身 让我大吃一惊,5.0,2015-05-12 09:09:44
托尼-斯塔克,,漫威经典系列电影！,4.0,2015-05-11 20:39:05
宝贝记着,潍坊,燃起～太帅了！,5.0,2015-05-11 11:15:58
Hanks-Fan,,美队1是我最喜欢的电影！,5.0,2015-05-10 16:39:58
haijun80,,一部值得去看的美国大片,5.0,2015-05-10 00:19:10
Time丿L,临夏,剧情结局不是很好。但是整个影片很不错。,4.0,2015-05-08 10:04:27
宋丁丁,,7.5分，作品相当不错。整个故事主线由于并不能涉及太多超能力动作场面，导演拍出了超级英雄电影少有的人性之美和情感羁绊。整个画面很不错，复古而不失色调,3.5,2015-05-07 19:21:49
孟婆汤0526,重庆,画面还不错。美队盾牌大爱！,4.0,2015-05-07 14:53:22
Mr_Wood_,南京,罗杰斯真是帅  风格贴近,4.5,2015-05-07 07:19:08
粘人无尾熊,,美队过去的事，挺赞的，感情戏也恰到好处。友情啊，爱情啊！,5.0,2015-05-07 01:44:40
Milckey,广州,男主好评！！,5.0,2015-05-06 18:39:18
D19950803,,好看很有激情,5.0,2015-05-06 07:22:23
Gump,,影片很不错。,5.0,2015-05-04 16:22:38
houcathy,,美队帅帅哒！,5.0,2015-05-04 10:08:19
zkl5201314,,这部电影很好看,5.0,2015-05-03 20:18:48
蜀琴欲奏鸳鸯弦,北京,事实上，在影片的剧情中，美国军方并不怎么相信博士的选择，所以找来一群身材壮硕的阿兵哥，准备从这些人之中挑选一个出来。带头负责的将军，也一直对史帝芬不满，认为他太瘦弱，无法成材。一直到这个将军丢了一颗假的手榴弹到受训的阿兵哥人群中，众人慌乱逃散闪避，只有史帝芬飞扑向前、以身体盖住手榴弹准备牺牲自己来救大家，这个将军才终于领悟到博士的选择标准。,3.5,2015-04-17 12:49:14
盛泰爱娜娜,枝江,跟老公去看的，还行吧。,3.0,2015-04-17 09:47:13
痴而不花,北京,美队是最喜欢的漫威人物，正直帅气，虽然在美队的影片中没有很多的炫酷特辑，但情节安排更合理吸引人，让人渐渐爱上了这位活化石。,4.0,2015-04-16 13:07:29
KK灬Vin,太原,这是一个郭敬明变史泰龙的故事——锅盖侠：开挂的人生,4.0,2015-04-15 20:01:23
世纪末的魔术师7,北京,真是帅呀，太酷了,4.5,2015-04-15 10:26:13
bGe207235757,北京,刚才发布消费关系感到很多次 v 成本别别扭扭,5.0,2015-04-15 00:09:41
猫薄荷fish,安康,又一部超级英雄电影，美队是我超级爱的男神人物！全片明显走复古风，像是一部二战电视剧，情节稍显冗长，前半段有点无趣。不过美队的塑造还是挺深入人心。,3.5,2015-04-14 22:29:28
马赫一号,北京,二战时候的事情本来是没什么可镶嵌在超级英雄电影里的，因为很难塑造强大的武器系统和炫目的高科技，但是《美国队长》却神奇般地做到了，通过纳粹的邪恶将宇宙立方引入了漫威版图，美国队长作为人工英雄要面对的不止是纳粹那么简单。,4.5,2015-04-14 21:52:59
国安是冠军,,美国大片就是好看,5.0,2015-04-13 00:14:57
顽皮小企鹅,,没第二部好看哦+……,4.0,2015-04-12 13:30:50
huking520,,看了好久了！值得回味！超级英雄！,4.5,2015-04-11 23:44:35
幽灵小小zy,北京,厉害，不逊超人,5.0,2015-04-11 23:26:17
扣儿,,很不错的，值得一看,4.5,2015-04-09 21:15:23
毛子MT,,美队第一部动作场面太少,3.0,2015-04-09 06:55:44
Alex•睿,西安,今年走复古范儿的英雄电影注定都能赢得好口碑。角色演绎丰满形象，剧本扎实有度，节奏拿捏得当，但文戏略多，动作戏略少，场景营造上也略有不足。对于所谓的美国精神同时代性却做了一些稀释，多了一份自我思考跟现实讽喻，其口味更符合如今的好莱坞语法。不过队长最精彩的故事都在冰封复活后，不是吗？,3.5,2015-04-03 14:11:59
叁叁叁叁叁叁叁叁,,特效虽不及2，但队长的正直让我落泪，当测试丢了一枚假炸弹，只有他会自己扑上去，这样的男人，才是真男人，不管是强壮之前还是现在！,5.0,2014-04-21 20:45:19
蕾丝小猫er,,看了2以后才看的1，也挺不错的,4.5,2014-04-14 01:16:49
